,Institution Names,City,State,Score,Rank
13753,b.p.h.e.societys ahmednagar college,,,,
13754,sree chitra tirunal institute for medical sciences and technology,,,,
13755,kct college of pharmacy,,,,
13756,sree hanuman vayam shala degree college for women,,,,
13757,shri adarsh b.ed. college,,,,
13758,terasa college of education,,,,
13759,ram akshaivar mahavidyalaya,,,,
13760,s tech college of post basic bsc nursing,,,,
13761,sri mahanteshwar college of education afzalpur,,,,
13762,vasantrao kale college of management science,,,,
13763,giet college of engineering,,,,
13764,modern girls college of professional studies,,,,
13765,vidyaardhi degree college,,,,
13766,gajradiya academy of creative art,,,,
13767,unity college,,,,
13768,madhira institute of technology and sciences,,,,
13769,vardey devi college of education,,,,
13770,sri vani degree college,,,,
13771,aditya computer institute,,,,
13772,uttam chand mali devi college of mgmt. science,,,,
13773,shree devmani arts & commerce college-visavdar,,,,
13774,confluence college of higher education,,,,
13775,himachal institutes of pharmacy,,,,
13776,sri sathya sai college,,,,
13777,new adarsh degree college,,,,
13778,shrinath sanskrit mahavidyalaya,,,,
13779,shri swami samarth bca college,,,,
13780,shri bajrang adarsh sanskrit mahavidyalaya,,,,
13781,rana pratap p.g. college,,,,
13782,govt. medical college aurangabad,,,,
13783,sri padmanabha degree college,,,,
13784,yerla medical trust and research centres college of management,,,,
13785,baudh institute of professional studies,,,,
13786,polytechnic in agro-processing- junagadh,,,,
13787,ankur b.ed. college,,,,
13788,peetamber degree college dayal bagh poiya ghat,,,,
13789,north lakhimpur college,,,,
13790,dm science college,,,,
13791,haji karim mohammed suleman charitble trusts college of arts & commerce for women,,,,
13792,christian institute of health sciences and research,,,,
13793,acharya shri tulsi amrit mahavidyalaya,,,,
13794,ganga prasad mahavidyalaya mirzapur,,,,
13795,lakshmi chand rajani college of engineering and technology,,,,
13796,acharya atre vikas pratisthans purandars college of arts,,,,
13797,institute of information computer education,,,,
13798,east west first grade college of science,,,,
13799,saraswati physical college,,,,
13800,infinity management & engineering college,,,,
13801,skbu soci.,,,,
13802,kai yashodabai dagadu saraf cheritable trust institute of management and science,,,,
13803,malsisar mahavi.,,,,
13804,bharati vidyapeeths college of pharmacy,,,,
13805,geetam dental college,,,,
13806,shri raghunath keerti adarsh sanskrit mahavidyalaya,,,,
13807,sundergarh engineering college,,,,
13808,annai meenakshi college of nursing,,,,
13809,sir syed college,,,,
13810,ranchi women's college,,,,
13811,p.sc. college,,,,
13812,hi-tech college of management & computer science,,,,
13813,b p college of computer studies,,,,
13814,advance computer academy,,,,
13815,ch. virendra singh degree college salarpura,,,,
13816,k.v.r.,,,,
13817,dr. b.r. ambedkar paramedical sciences,,,,
13818,kipm college of management,,,,
13819,mhatma phule colleg of education akluj tal.malshiras dist-solapur,,,,
13820,n.b. science degree college,,,,
13821,m.p.govt.p.g.college,,,,
13822,jyothi engineering college,,,,
13823,central point college,,,,
13824,ch. surendra singh mahavidyalaya,,,,
13825,dr.gayan prakash education college chhatarpur,,,,
13826,borsad kelavani mandal,,,,
13827,dev samaj college for women,,,,
13828,rajamahendri degree college for women,,,,
13829,college of horticulture and forestry,,,,
13830,dr. b.r. ambedkar govt. p. g.,,,,
13831,vedavati government first grade college,,,,
13832,gokhale edcuation societys sir dr. m.s.gosavi college of commerce,,,,
13833,s d a d college of pharmacy,,,,
13834,muralidhar college of nursing,,,,
13835,p k foundations p k technical campus faculty of architecture engineering mba and mca,,,,
13836,neelagiri degree college,,,,
13837,dr.z.h degree college,,,,
13838,maharshi karve stree shikshan sanstha's cummins college of engineering for women,,,,
13839,st.soldier college basti danashmandan,,,,
13840,sri balaji maharaj mahavidyalaya,,,,
13841,matribhoomi degree college,,,,
13842,swamy vivekananda degree college,,,,
13843,evr college of engineering & technology,,,,
13844,allam gurumurthy lakshmibai memorial college,,,,
13845,the j b sawant education societystikambhai metha commerce college,,,,
13846,hindu college of management,,,,
13847,st. raymonds college,,,,
13848,kisan parshikshan mahavidyalay,,,,
13849,srinivasan college of arts and science,,,,
13850,pes &t bims degree college,,,,
13851,shri ratan singh pg mahila mahavidyala,,,,
13852,p & t patel college of education,,,,
13853,vagdevi degree college,,,,
13854,k.p. college,,,,
13855,roohi college of nursing,,,,
13856,mewar girls college of teachers education,,,,
13857,kamladevi educational trusts kamladevi college of arts and commerce at vitthalwadi dist thane,,,,
13858,the city college,,,,
13859,shri ram institute of pharmacy,,,,
13860,sahasra college of engineering for women,,,,
13861,vidya singh jagnnath singh degree college,,,,
13862,thiruvalluvar university college of arts &science,,,,
13863,shri bhuvaneshwari sanskrit mahavidyalaya,,,,
13864,mahatma gandhi institute of management sikar,,,,
13865,rajeev gandhi institute of computer technology,,,,
13866,surya college jagdalpur,,,,
13867,sri padmavathi engineering college,,,,
13868,shri rawatpura sarkar institute of science & education,,,,
13869,mahakal institute of technology & science,,,,
13870,lokniketan mahavidhyala ratanpur,,,,
13871,a.b.s.college,,,,
13872,doon valley college of education chirao,,,,
13873,soghra college of teacher educaiton,,,,
13874,ganesar senthamil college of arts and science,,,,
13875,darshan first grade evening college,,,,
13876,the kavery college of engineering,,,,
13877,dayapuram arts & science college,,,,
13878,bharatiya kalakendra,,,,
13879,smt. vhd institute of home science,,,,
13880,ch indal singh mahavidyalaya,,,,
13881,a.v. college of arts,,,,
13882,navyug science college,,,,
13883,superking tt college,,,,
13884,suresh chandra mishra mahavidyalaya,,,,
13885,apeejay institute of technology school of architecture and planning,,,,
13886,dr. s.n.s. college of education,,,,
13887,bharti instituteitute of pharmaceutical science,,,,
13888,g.h.raisoni institute of management and research,,,,
13889,christ college,,,,
13890,seemant institute of technology,,,,
13891,sant mother teresa college,,,,
13892,al-ameen arts,,,,
13893,dharma vidyaalaya college of education,,,,
13894,dharamasala mahila mohavidyalaya,,,,
13895,drs college of education,,,,
13896,r.g. kedia degree college,,,,
13897,kalli devi kanya mahavidyalaya,,,,
13898,s.k. acharya institute of law,,,,
13899,pt. ram lakhan shukl rajkiya mahavidyalaya,,,,
13900,swami devi dyal institute of engineering & technology,,,,
13901,rmt group educational charitable trust bba college,,,,
13902,st. anns degree college for women,,,,
13903,mandosil college,,,,
13904,i.i.t.t college of engineering,,,,
13905,shri dhaneshwari manav vikas mandal's post-graduate education college,,,,
13906,kai. kishanrao ramji shinde college of library & info. science,,,,
13907,manipal institute of technology,,,,
13908,b238 gurunanak dev science & commerce college bidar,,,,
13909,maa vakal malani mahavidyalaya,,,,
13910,s.s.s. mahila college,,,,
13911,vellakoil arts and science college,,,,
13912,s.d. mahila mahavidyalaya,,,,
13913,bvm teachers training college,,,,
13914,minakshi deshmukh memorial sr. college ardhapur,,,,
13915,madhya bharat college,,,,
13916,sun institute of pharmaceutical education & research,,,,
13917,manipal school of architecture and planning,,,,
13918,a.s.n. women's engineering college,,,,
13919,shri govindram seksaria institute of technology & science pharmacy college,,,,
13920,vaagdevi institute of pharmaceutical sciences,,,,
13921,gautam education college dabra,,,,
13922,sri potti sriramulu degree college,,,,
13923,hon shri babanrao pachpute vichardhara trusts group of institutions college of management,,,,
13924,malabar institute of technology,,,,
13925,aditya college of technology and science,,,,
13926,rajah's college,,,,
13927,raichur institute of medical sciences,,,,
13928,shri siddarameshwar education college,,,,
13929,subhash institute of software technology,,,,
13930,gn navbharat college narur panchhat,,,,
13931,nashik gramin shikshan prasarak mandals brahma valley arts,,,,
13932,dr. s.j.s paul memorial college of engineering and technology,,,,
13933,haldia institute of dental sciencess and research,,,,
13934,tkm college of engineering,,,,
13935,maharashtra state education research and training institute,,,,
13936,matha college of arts and science,,,,
13937,maa pitambra computer centre,,,,
13938,vivekanand paramedical college,,,,
13939,pushpageeth college of teacher education,,,,
13940,gajapati institute of management,,,,
13941,state law college,,,,
13942,shri kishore goswami college,,,,
13943,nehru college of pharmacy,,,,
13944,michael job memorial college of education for women,,,,
13945,sri faruq hussain,,,,
13946,w k b s mandals dr s r ajmera mca college for women,,,,
13947,north lakhimpur law college. north lakhimpur,,,,
13948,mahavidyalaya pure buddhidhar,,,,
13949,brajbhushan sanskrit college,,,,
13950,s.d.s degree college,,,,
13951,yug chetna college,,,,
13952,blew computer centre bhopal,,,,
13953,ct institute of engg. management and technology,,,,
13954,sai institute of computer technology,,,,
13955,narsing arts and commerce college,,,,
13956,barapora mohavidyalaya barapara,,,,
13957,mahanadi mahavidyalaya,,,,
13958,b.s.p.m. college of education,,,,
13959,m.v.m.govt.,,,,
13960,north orissa university,,,,
13961,sai shraddha nursing college,,,,
13962,st. john's medical college,,,,
13963,sri sarvodaya degree and p.g. college,,,,
13964,kite women's college of professional engineering sciences,,,,
13965,ch. shiv nath singh sadilya,,,,
13966,vikram college of education,,,,
13967,bibi fatima t t college samastipur,,,,
13968,a.r.c. viswanathan college,,,,
13969,navsari agricultural university,,,,
13970,dr. b.r. ambedkar satabarshiki mahavidyalaya,,,,
13971,seth narsingdas mor arts commerce science college,,,,
13972,prin. l.n. welingkar institute of management development and research,,,,
13973,sd adarsh sanskrit college,,,,
13974,bapatla womens engineering college,,,,
13975,babu banarasi das national institute of technology and management,,,,
13976,krishna sudama mahavidyalaya,,,,
13977,sri eshwar college of engineering,,,,
13978,shri nathmal todi b.ed. college,,,,
13979,azad college of pharmacy,,,,
13980,biogas research unit & microbiology,,,,
13981,shiva education academy,,,,
13982,govt. kanti kumar bhartiya college,,,,
13983,sardar kewal singh institute of mgt. & tech.,,,,
13984,raja mohan girls p.g. college,,,,
13985,sri sidhartha degree college,,,,
13986,lenora institute of dental sciences,,,,
13987,cyber zone computer institute,,,,
13988,aayojan school of architecture,,,,
13989,centre for philanthrophy and social research,,,,
13990,aecs pavan college of nursing,,,,
13991,surjan devi anusuiya devi degree college,,,,
13992,st. mary's colelge of education,,,,
13993,govt. tilak college,,,,
13994,sou. ksk alias kaku college of food technology,,,,
13995,atmiya institute of pharmacy,,,,
13996,maharaja ranjit singh college of professional sciences,,,,
13997,bgs institute of management studies,,,,
13998,shri ranbir campus,,,,
13999,sri satya sai institute of pharmaceutical science,,,,
14000,swamy college of nursing,,,,
14001,ayushi institute of media & science dabra,,,,
14002,somni mahavidyalya,,,,
14003,people's college,,,,
14004,gujarat homoepethic medical college savli,,,,
14005,anand homoeopathic medical college & research institute,,,,
14006,sri kote sanna borappa boramma first grade college,,,,
14007,smt.mathubai garware kanya mahavidyalaya,,,,
14008,abhay mahavidyalaya tarna,,,,
14009,ramashankar krishak mahavidyalaya,,,,
14010,sri pramod mahavidhyalya,,,,
14011,mahant laximidas college,,,,
14012,muniswamy reddy first grade college,,,,
14013,nalanda college of engineering,,,,
14014,d.s.m.'s institute of information technology & management,,,,
14015,jansons school of business,,,,
14016,hari om shiv om college of education,,,,
14017,ratulia secondary teachers' traning institute,,,,
14018,dharma devi badri prasad smarak mahavidyalaya,,,,
14019,brajrajnagar college,,,,
14020,indira gandhi senior college,,,,
14021,shri harihar ji mahavidyalaya,,,,
14022,guru arjan dev institute of management & information technology,,,,
14023,indian institute of research numismatic studies,,,,
14024,baba vishwanat mahavidyalaya,,,,
14025,dayanand academy of management studies,,,,
14026,rd engineering and management college,,,,
14027,ramsurat shivmurti mahavidyalaya,,,,
14028,manyavar kanshi ram government degree college,,,,
14029,dr. b r ambedkar medical college,,,,
14030,shri ganesh digembar jain sanskrit college,,,,
14031,career computer institute of education,,,,
14032,government college of pharmacy,,,,
14033,satya institute of medical education & research college of physiotherapy,,,,
14034,p.s.santak mahavidyalaya,,,,
14035,chaudhary attarsingh yadav memorial education trusts,,,,
14036,govt. college malkharoda,,,,
14037,institute of management,,,,
14038,ramsunder singh memorial mahavidyalya kharipura,,,,
14039,ramchandra veerappa arts & science college for women,,,,
14040,michael madhusudan memorial college,,,,
14041,saraswat vidyalayas sridora caculo college of commerce & management studies mapusa,,,,
